displayable_path,label,split,tokenized_label,num_unique_tokens,depth_bracket,length_token,parentheses_depth,valid_tokens,matched_brackets,CoMER_pred
.\IMG\train\CROHME2013_train\form_024_E189.png,\frac{4(t^4 + 2 t^3 u + 5 t^2 u^2 + 2 t u^3 + u^4 )}{9stu},train,\frac { 4 ( t ^ 4 + 2 t ^ 3 u + 5 t ^ 2 u ^ 2 + 2 t u ^ 3 + u ^ 4 ) } { 9 s t u },15,1.0,39,1.0,True,True,
.\IMG\train\CROHME2013_train\form_024_E190.png,\sqrt{1+\beta^2},train,\sqrt { 1 + \beta ^ 2 },8,1.0,8,0.0,True,True,
.\IMG\train\CROHME2013_train\form_024_E191.png,v^1_{ab}+v^2_{ab}+v^3_{ab}=0,train,v ^ 1 _ { a b } + v ^ 2 _ { a b } + v ^ 3 _ { a b } = 0,13,1.0,28,0.0,True,True,
.\IMG\train\CROHME2013_train\form_024_E192.png,1+2^{-b},train,1 + 2 ^ { - b },8,1.0,8,0.0,True,True,
.\IMG\train\CROHME2013_train\form_025_E194.png,\sin\theta_{12},train,\sin \theta _ { 1 2 },7,1.0,7,0.0,True,True,
.\IMG\train\CROHME2013_train\form_025_E195.png,z+1,train,z + 1,3,0.0,3,0.0,True,True,
.\IMG\train\CROHME2013_train\form_025_E196.png,35 \times 35,train,3 5 \times 3 5,3,0.0,5,0.0,True,True,
.\IMG\train\CROHME2013_train\form_025_E197.png,f(t)= \sum_{n-1}^{\infty} a_{n} t^{n},train,f ( t ) = \sum _ { n - 1 } ^ { \infty } a _ { n } t ^ { n },15,1.0,26,1.0,True,True,
.\IMG\train\CROHME2013_train\form_025_E198.png,\sum_{a=1}^{4}C_{a}=2B+4F,train,\sum _ { a = 1 } ^ { 4 } C _ { a } = 2 B + 4 F,14,1.0,22,0.0,True,True,
.\IMG\train\CROHME2013_train\form_025_E200.png,G_0=\lim_{m\rightarrow0}G,train,G _ 0 = \lim _ { m \rightarrow 0 } G,9,1.0,12,0.0,True,True,
.\IMG\train\CROHME2013_train\form_026_E201.png,H_1(x)=x-x_0,train,H _ 1 ( x ) = x - x _ 0,9,0.0,12,1.0,True,True,
.\IMG\train\CROHME2013_train\form_026_E203.png,x^{-1.17},train,x ^ { - 1 . 1 7 },8,1.0,9,0.0,True,True,
.\IMG\train\CROHME2013_train\form_026_E204.png,\frac{dz}{z-P_1} - \frac{dz}{z-P_i},train,\frac { d z } { z - P _ 1 } - \frac { d z } { z - P _ i },10,1.0,25,0.0,True,True,
.\IMG\train\CROHME2013_train\form_026_E205.png,X = - \frac{p + 2}{2 p},train,X = - \frac { p + 2 } { 2 p },9,1.0,13,0.0,True,True,
.\IMG\train\CROHME2013_train\form_026_E208.png,a_n=\frac{a_n}{\sqrt{n}},train,a _ n = \frac { a _ n } { \sqrt { n } },8,2.0,16,0.0,True,True,
.\IMG\train\CROHME2013_train\form_027_E209.png,(n_1-1)+(n_2-1),train,( n _ 1 - 1 ) + ( n _ 2 - 1 ),8,0.0,15,1.0,True,True,
.\IMG\train\CROHME2013_train\form_027_E210.png,\frac{1}{x_2-x_1},train,\frac { 1 } { x _ 2 - x _ 1 },8,1.0,13,0.0,True,True,
.\IMG\train\CROHME2013_train\form_027_E212.png,\int Rn,train,\int R n,3,0.0,3,0.0,True,True,
.\IMG\train\CROHME2013_train\form_027_E213.png,\int P[C_3] \neq 0,train,\int P [ C _ 3 ] \neq 0,9,0.0,9,1.0,True,True,
.\IMG\train\CROHME2013_train\form_027_E214.png,1.049 \times {{10}^{ -1 }},train,1 . 0 4 9 \times { { 1 0 } ^ { - 1 } },10,2.0,17,0.0,True,True,
.\IMG\train\CROHME2013_train\form_027_E215.png,\infty\times\infty,train,\infty \times \infty,2,0.0,3,0.0,True,True,
.\IMG\train\CROHME2013_train\form_027_E216.png,\frac{2}{3},train,\frac { 2 } { 3 },5,1.0,7,0.0,True,True,
.\IMG\train\CROHME2013_train\form_028_E217.png,y^1x^3,train,y ^ 1 x ^ 3,5,0.0,6,0.0,True,True,
.\IMG\train\CROHME2013_train\form_028_E218.png,-\frac{n}{b}b-\frac{m}{2}b^{-1},train,- \frac { n } { b } b - \frac { m } { 2 } b ^ { - 1 },10,1.0,23,0.0,True,True,
.\IMG\train\CROHME2013_train\form_028_E219.png,\left| xy\right|,train,\left | x y \right |,5,0.0,6,0.0,True,True,
.\IMG\train\CROHME2013_train\form_028_E221.png,\lambda B_{12} = \tan\alpha,train,\lambda B _ { 1 2 } = \tan \alpha,10,1.0,10,0.0,True,True,
.\IMG\train\CROHME2013_train\form_028_E223.png,1+9,train,1 + 9,3,0.0,3,0.0,True,True,
.\IMG\train\CROHME2013_train\form_028_E224.png,a(w) = \frac{1}{( b |w | + 1)},train,a ( w ) = \frac { 1 } { ( b | w | + 1 ) },12,1.0,19,1.0,True,True,
.\IMG\train\CROHME2013_train\form_029_E225.png,c - (c-3) = 3,train,c - ( c - 3 ) = 3,6,0.0,9,1.0,True,True,
.\IMG\train\CROHME2013_train\form_029_E226.png,f(x)=x,train,f ( x ) = x,5,0.0,6,1.0,True,True,
.\IMG\train\CROHME2013_train\form_029_E227.png,13x_A=52x_B=8x_C,train,1 3 x _ A = 5 2 x _ B = 8 x _ C,11,0.0,16,0.0,True,True,
.\IMG\train\CROHME2013_train\form_029_E228.png,c=-\frac {3}{ 5},train,c = - \frac { 3 } { 5 },8,1.0,10,0.0,True,True,
.\IMG\train\CROHME2013_train\form_029_E229.png,n_x+n_y,train,n _ x + n _ y,5,0.0,7,0.0,True,True,
.\IMG\train\CROHME2013_train\form_030_E233.png,c_0x^3+c_1x^2+c_2x+c_3,train,c _ 0 x ^ 3 + c _ 1 x ^ 2 + c _ 2 x + c _ 3,9,0.0,22,0.0,True,True,
.\IMG\train\CROHME2013_train\form_030_E235.png,\frac{130}{3},train,\frac { 1 3 0 } { 3 },6,1.0,9,0.0,True,True,
.\IMG\train\CROHME2013_train\form_030_E236.png,z_1 = x^6 + i x^7,train,z _ 1 = x ^ 6 + i x ^ 7,10,0.0,12,0.0,True,True,
.\IMG\train\CROHME2013_train\form_030_E237.png,"H^1[x,y,z]=-x + y -A z",train,"H ^ 1 [ x , y , z ] = - x + y - A z",13,0.0,18,1.0,True,True,
.\IMG\train\CROHME2013_train\form_030_E238.png,\int \sqrt{g}R^{2},train,\int \sqrt { g } R ^ { 2 },8,1.0,10,0.0,True,True,
.\IMG\train\CROHME2013_train\form_030_E239.png,\sin\phi =1,train,\sin \phi = 1,4,0.0,4,0.0,True,True,
.\IMG\train\CROHME2013_train\form_030_E240.png,\cos (\theta )=-1,train,\cos ( \theta ) = - 1,7,0.0,7,1.0,True,True,
.\IMG\train\CROHME2013_train\form_031_E241.png,\lim_{N\rightarrow\infty}su(N),train,\lim _ { N \rightarrow \infty } s u ( N ),11,1.0,12,1.0,True,True,
.\IMG\train\CROHME2013_train\form_031_E242.png,\int d^3 k \left( \frac1{k^2 - m^2}-\frac1{k^2}\right),train,\int d ^ 3 k \left ( \frac 1 { k ^ 2 - m ^ 2 } - \frac 1 { k ^ 2 } \right ),16,1.0,28,1.0,True,True,
.\IMG\train\CROHME2013_train\form_031_E243.png,\int H dt,train,\int H d t,4,0.0,4,0.0,True,True,
.\IMG\train\CROHME2013_train\form_031_E244.png,w(y) = (1-y^2)/(1+y^2),train,w ( y ) = ( 1 - y ^ 2 ) / ( 1 + y ^ 2 ),11,0.0,20,1.0,True,True,
.\IMG\train\CROHME2013_train\form_031_E246.png,-bj_2=b+\frac{1}{2b},train,- b j _ 2 = b + \frac { 1 } { 2 b },11,1.0,16,0.0,True,True,
.\IMG\train\CROHME2013_train\form_031_E247.png,\frac{19}{72} - 167,train,\frac { 1 9 } { 7 2 } - 1 6 7,9,1.0,13,0.0,True,True,
.\IMG\train\CROHME2013_train\form_031_E248.png,\int dz \int dw,train,\int d z \int d w,4,0.0,6,0.0,True,True,
.\IMG\train\CROHME2013_train\form_032_E249.png,-1\leq x \leq 1,train,- 1 \leq x \leq 1,4,0.0,6,0.0,True,True,
.\IMG\train\CROHME2013_train\form_032_E250.png,y^{-5},train,y ^ { - 5 },6,1.0,6,0.0,True,True,
.\IMG\train\CROHME2013_train\form_032_E251.png,\sqrt{1+t},train,\sqrt { 1 + t },6,1.0,6,0.0,True,True,
.\IMG\train\CROHME2013_train\form_032_E253.png,F^{10}=\frac{E_0b^2}{a(b^4+4\theta B_0^2)},train,F ^ { 1 0 } = \frac { E _ 0 b ^ 2 } { a ( b ^ 4 + 4 \theta B _ 0 ^ 2 ) },19,1.0,32,1.0,True,True,
.\IMG\train\CROHME2013_train\form_032_E254.png,x \rightarrow ix,train,x \rightarrow i x,3,0.0,4,0.0,True,True,
.\IMG\train\CROHME2013_train\form_032_E255.png,\frac{167}{3840},train,\frac { 1 6 7 } { 3 8 4 0 },10,1.0,12,0.0,True,True,
.\IMG\train\CROHME2013_train\form_032_E256.png,1.973 \times 10^{-14},train,1 . 9 7 3 \times 1 0 ^ { - 1 4 },12,1.0,14,0.0,True,True,
.\IMG\train\CROHME2013_train\form_033_E258.png,\cos {F_o}=0,train,\cos { F _ o } = 0,8,1.0,8,0.0,True,True,
.\IMG\train\CROHME2013_train\form_033_E260.png,H_{\infty},train,H _ { \infty },5,1.0,5,0.0,True,True,
.\IMG\train\CROHME2013_train\form_033_E261.png,dz+Nxdy =d(z-Ny)+N(x+1)dy,train,d z + N x d y = d ( z - N y ) + N ( x + 1 ) d y,11,0.0,24,1.0,True,True,
.\IMG\train\CROHME2013_train\form_033_E262.png,-\alpha \sqrt{ i r(x)},train,- \alpha \sqrt { i r ( x ) },10,1.0,10,1.0,True,True,
.\IMG\train\CROHME2013_train\form_033_E263.png,+x^1,train,+ x ^ 1,4,0.0,4,0.0,True,True,
.\IMG\train\CROHME2013_train\form_033_E264.png,\sin 2\theta_0=0,train,\sin 2 \theta _ 0 = 0,6,0.0,7,0.0,True,True,
.\IMG\train\CROHME2013_train\form_034_E265.png,p=A n \log n,train,p = A n \log n,5,0.0,6,0.0,True,True,
.\IMG\train\CROHME2013_train\form_034_E266.png,\sum_{n=-\infty}^{\infty} \int_{-\infty}^{\infty} dt	e^{2\pi int} f(t) =	\sum_{m=-\infty}^{\infty} f(m),train,\sum _ { n = - \infty } ^ { \infty } \int _ { - \infty } ^ { \infty } d t e ^ { 2 \pi i n t } f ( t ) = \sum _ { m = - \infty } ^ { \infty } f ( m ),20,1.0,54,1.0,True,True,
.\IMG\train\CROHME2013_train\form_034_E267.png,1 - q^{(a_1 - n)(1 - k_{n-1})},train,1 - q ^ { ( a _ 1 - n ) ( 1 - k _ { n - 1 } ) },12,2.0,24,1.0,True,True,
.\IMG\train\CROHME2013_train\form_034_E268.png,\frac{29}{84},train,\frac { 2 9 } { 8 4 },7,1.0,9,0.0,True,True,
.\IMG\train\CROHME2013_train\form_034_E269.png,A=2M\cos \frac {\pi \beta ^2}{2(1-\beta ^2)},train,A = 2 M \cos \frac { \pi \beta ^ 2 } { 2 ( 1 - \beta ^ 2 ) },15,1.0,22,1.0,True,True,
.\IMG\train\CROHME2013_train\form_034_E270.png,6+9=15,train,6 + 9 = 1 5,6,0.0,6,0.0,True,True,
.\IMG\train\CROHME2013_train\form_034_E271.png,r+b,train,r + b,3,0.0,3,0.0,True,True,
.\IMG\train\CROHME2013_train\form_034_E272.png,\frac{703}{66},train,\frac { 7 0 3 } { 6 6 },7,1.0,10,0.0,True,True,
.\IMG\train\CROHME2013_train\form_035_E273.png,\frac{y^a_n}{y^b_n},train,\frac { y ^ a _ n } { y ^ b _ n },9,1.0,15,0.0,True,True,
.\IMG\train\CROHME2013_train\form_035_E274.png,ds^2_{n+3}=2dudv+\left(\frac{1}{v}\right)^{\frac{2n}{n+4}}dz^2,train,d s ^ 2 _ { n + 3 } = 2 d u d v + \left ( \frac { 1 } { v } \right ) ^ { \frac { 2 n } { n + 4 } } d z ^ 2,21,2.0,45,1.0,True,True,
.\IMG\train\CROHME2013_train\form_035_E275.png,-10001,train,- 1 0 0 0 1,3,0.0,6,0.0,True,True,
.\IMG\train\CROHME2013_train\form_035_E276.png,l_i(x-\frac{i\pi}{2})l_i(x+\frac{i\pi}{2}) =1,train,l _ i ( x - \frac { i \pi } { 2 } ) l _ i ( x + \frac { i \pi } { 2 } ) = 1,15,1.0,32,1.0,True,True,
.\IMG\train\CROHME2013_train\form_035_E277.png,\lim_{k\rightarrow\infty}t_k \lt \infty,train,\lim _ { k \rightarrow \infty } t _ k \lt \infty,9,1.0,12,0.0,True,True,
.\IMG\train\CROHME2013_train\form_035_E278.png,x \rightarrow x,train,x \rightarrow x,2,0.0,3,0.0,True,True,
.\IMG\train\CROHME2013_train\form_035_E279.png,z=x^0+ix^1,train,z = x ^ 0 + i x ^ 1,8,0.0,10,0.0,True,True,
.\IMG\train\CROHME2013_train\form_035_E280.png,C\times C,train,C \times C,2,0.0,3,0.0,True,True,
.\IMG\train\CROHME2013_train\form_036_E281.png,ds^2=dt^2-a^2(t)dx^2-b^2(t)(dy^2+dz^2),train,d s ^ 2 = d t ^ 2 - a ^ 2 ( t ) d x ^ 2 - b ^ 2 ( t ) ( d y ^ 2 + d z ^ 2 ),15,0.0,38,1.0,True,True,
.\IMG\train\CROHME2013_train\form_036_E282.png,\frac{1}{48},train,\frac { 1 } { 4 8 },6,1.0,8,0.0,True,True,
.\IMG\train\CROHME2013_train\form_036_E283.png,\sin^2\theta_w,train,\sin ^ 2 \theta _ w,6,0.0,6,0.0,True,True,
.\IMG\train\CROHME2013_train\form_036_E284.png,1-\sum a_i,train,1 - \sum a _ i,6,0.0,6,0.0,True,True,
.\IMG\train\CROHME2013_train\form_036_E285.png,n\geq 3,train,n \geq 3,3,0.0,3,0.0,True,True,
.\IMG\train\CROHME2013_train\form_036_E286.png,y\rightarrow y+L,train,y \rightarrow y + L,4,0.0,5,0.0,True,True,
.\IMG\train\CROHME2013_train\form_036_E287.png,S \sum_a p_a \log p_a,train,S \sum _ a p _ a \log p _ a,6,0.0,11,0.0,True,True,
.\IMG\train\CROHME2013_train\form_036_E288.png,-\frac{6}{5},train,- \frac { 6 } { 5 },6,1.0,8,0.0,True,True,
.\IMG\train\CROHME2013_train\form_037_E289.png,\frac{39}{28},train,\frac { 3 9 } { 2 8 },7,1.0,9,0.0,True,True,
.\IMG\train\CROHME2013_train\form_037_E290.png,\log(1)=0,train,\log ( 1 ) = 0,6,0.0,6,1.0,True,True,
.\IMG\train\CROHME2013_train\form_037_E291.png,"\sqrt{x} fx\in(0,a)",train,"\sqrt { x } f x \in ( 0 , a )",11,1.0,12,1.0,True,True,
.\IMG\train\CROHME2013_train\form_037_E292.png,P = \int dz \sqrt{G_{ij} d\phi^i /dz d\phi^j/dz},train,P = \int d z \sqrt { G _ { i j } d \phi ^ i / d z d \phi ^ j / d z },15,2.0,28,0.0,True,True,
.\IMG\train\CROHME2013_train\form_037_E293.png,fg(x)=f(x)g(x),train,f g ( x ) = f ( x ) g ( x ),6,0.0,14,1.0,True,True,
.\IMG\train\CROHME2013_train\form_037_E294.png,-\frac{d}{dx}\left(p(x)\frac{df(x)}{dx}\right)+v(x)f(x)=\lambda r(x)f(x),train,- \frac { d } { d x } \left ( p ( x ) \frac { d f ( x ) } { d x } \right ) + v ( x ) f ( x ) = \lambda r ( x ) f ( x ),17,1.0,48,2.0,True,True,
.\IMG\train\CROHME2013_train\form_037_E295.png,x\rightarrow 1,train,x \rightarrow 1,3,0.0,3,0.0,True,True,
.\IMG\train\CROHME2013_train\form_037_E296.png,Y=-\frac {1}{2} (-2I_1 + Y_1 + Y_2),train,Y = - \frac { 1 } { 2 } ( - 2 I _ 1 + Y _ 1 + Y _ 2 ),13,1.0,25,1.0,True,True,
.\IMG\train\CROHME2013_train\form_038_E297.png,X^0 = i (n + \frac { 1}{2}) a,train,X ^ 0 = i ( n + \frac { 1 } { 2 } ) a,15,1.0,17,1.0,True,True,
.\IMG\train\CROHME2013_train\form_038_E299.png,f(x) = \pm \sqrt{c-x^{1/2}},train,f ( x ) = \pm \sqrt { c - x ^ { 1 / 2 } },15,2.0,18,1.0,True,True,
.\IMG\train\CROHME2013_train\form_038_E300.png,\int_{y_0}^{Y} d^3y,train,\int _ { y _ 0 } ^ { Y } d ^ 3 y,10,1.0,15,0.0,True,True,
.\IMG\train\CROHME2013_train\form_038_E301.png,x_{12}=y+x,train,x _ { 1 2 } = y + x,9,1.0,10,0.0,True,True,
.\IMG\train\CROHME2013_train\form_038_E302.png,24 - 4 - 2 (3 + 3 + 2) = 4,train,2 4 - 4 - 2 ( 3 + 3 + 2 ) = 4,8,0.0,15,1.0,True,True,
.\IMG\train\CROHME2013_train\form_038_E303.png,27 c^2-18 c-5,train,2 7 c ^ 2 - 1 8 c - 5,8,0.0,11,0.0,True,True,
.\IMG\train\CROHME2013_train\form_039_E305.png,x = \tan^2 \phi,train,x = \tan ^ 2 \phi,6,0.0,6,0.0,True,True,
.\IMG\train\CROHME2013_train\form_039_E306.png,\beta=\sqrt{2ab},train,\beta = \sqrt { 2 a b },8,1.0,8,0.0,True,True,
.\IMG\train\CROHME2013_train\form_039_E307.png,\frac{\beta}{\alpha},train,\frac { \beta } { \alpha },5,1.0,7,0.0,True,True,
.\IMG\train\CROHME2013_train\form_039_E308.png,M \rightarrow\frac{M}{\sqrt{c}},train,M \rightarrow \frac { M } { \sqrt { c } },7,2.0,12,0.0,True,True,
.\IMG\train\CROHME2013_train\form_039_E309.png,a=\sqrt{\frac{\beta}{\alpha}},train,a = \sqrt { \frac { \beta } { \alpha } },8,2.0,12,0.0,True,True,
.\IMG\train\CROHME2013_train\form_039_E310.png,G=-2-\sqrt{3},train,G = - 2 - \sqrt { 3 },8,1.0,9,0.0,True,True,
.\IMG\train\CROHME2013_train\form_039_E311.png,k=\frac {9 }{ 2},train,k = \frac { 9 } { 2 },7,1.0,9,0.0,True,True,
.\IMG\train\CROHME2013_train\form_039_E312.png,u=\tan(z),train,u = \tan ( z ),6,0.0,6,1.0,True,True,
.\IMG\train\CROHME2013_train\form_040_E314.png,x_h\leq x\leq x_0,train,x _ h \leq x \leq x _ 0,5,0.0,9,0.0,True,True,
.\IMG\train\CROHME2013_train\form_040_E315.png,c(z)=\sum_{i=0}^{2} c_i z^i,train,c ( z ) = \sum _ { i = 0 } ^ { 2 } c _ i z ^ i,13,1.0,22,1.0,True,True,
.\IMG\train\CROHME2013_train\form_040_E316.png,x^6-x^9,train,x ^ 6 - x ^ 9,5,0.0,7,0.0,True,True,
.\IMG\train\CROHME2013_train\form_040_E317.png,2x^2+y^2+z^2=4xyz,train,2 x ^ 2 + y ^ 2 + z ^ 2 = 4 x y z,8,0.0,17,0.0,True,True,
.\IMG\train\CROHME2013_train\form_040_E318.png,\cos \theta = \pm \sqrt{ \frac {1 }{ 5}},train,\cos \theta = \pm \sqrt { \frac { 1 } { 5 } },10,2.0,14,0.0,True,True,
.\IMG\train\CROHME2013_train\form_040_E319.png,T^{45} \times T^{67} \times T^{89},train,T ^ { 4 5 } \times T ^ { 6 7 } \times T ^ { 8 9 },11,1.0,20,0.0,True,True,
.\IMG\train\CROHME2013_train\form_040_E320.png,"x^0, x^1,x^2, x^3, x^7, x^8, x^9",train,"x ^ 0 , x ^ 1 , x ^ 2 , x ^ 3 , x ^ 7 , x ^ 8 , x ^ 9",10,0.0,27,0.0,True,True,
.\IMG\train\CROHME2013_train\form_041_E321.png,\frac{1407}{80},train,\frac { 1 4 0 7 } { 8 0 },8,1.0,11,0.0,True,True,
.\IMG\train\CROHME2013_train\form_041_E322.png,5 \times 10^{-9},train,5 \times 1 0 ^ { - 9 },9,1.0,9,0.0,True,True,
.\IMG\train\CROHME2013_train\form_041_E323.png,\int d^4 p\frac 1{p^2},train,\int d ^ 4 p \frac 1 { p ^ 2 },10,1.0,12,0.0,True,True,
.\IMG\train\CROHME2013_train\form_041_E324.png,u^{n+1}=\cos{r},train,u ^ { n + 1 } = \cos { r },10,1.0,12,0.0,True,True,
.\IMG\train\CROHME2013_train\form_041_E325.png,i\neq n,train,i \neq n,3,0.0,3,0.0,True,True,
.\IMG\train\CROHME2013_train\form_041_E327.png,z^j = x^j + ix^{j+4},train,z ^ j = x ^ j + i x ^ { j + 4 },10,1.0,16,0.0,True,True,
.\IMG\train\CROHME2013_train\form_041_E328.png,x^a=\frac{X^a}{X^0},train,x ^ a = \frac { X ^ a } { X ^ 0 },9,1.0,15,0.0,True,True,
.\IMG\train\CROHME2013_train\form_042_E330.png,\sqrt{-9t} t,train,\sqrt { - 9 t } t,6,1.0,7,0.0,True,True,
.\IMG\train\CROHME2013_train\form_042_E332.png,x^0-x^1,train,x ^ 0 - x ^ 1,5,0.0,7,0.0,True,True,
.\IMG\train\CROHME2013_train\form_042_E333.png,x^2 = (x^0)^2 - (x^1)^2,train,x ^ 2 = ( x ^ 0 ) ^ 2 - ( x ^ 1 ) ^ 2,9,0.0,19,1.0,True,True,
.\IMG\train\CROHME2013_train\form_042_E334.png,\sqrt{GM},train,\sqrt { G M },5,1.0,5,0.0,True,True,
.\IMG\train\CROHME2013_train\form_043_E338.png,xy=(-1)^{|x||y|}yx,train,x y = ( - 1 ) ^ { | x | | y | } y x,11,1.0,18,1.0,True,True,
.\IMG\train\CROHME2013_train\form_043_E339.png,a=3(4-\sqrt{10})\sqrt{10}/(14\sqrt{10}-5),train,a = 3 ( 4 - \sqrt { 1 0 } ) \sqrt { 1 0 } / ( 1 4 \sqrt { 1 0 } - 5 ),14,1.0,29,1.0,True,True,
.\IMG\train\CROHME2013_train\form_043_E341.png,S=s\int d^nx\sqrt{\gamma},train,S = s \int d ^ n x \sqrt { \gamma },12,1.0,12,0.0,True,True,
.\IMG\train\CROHME2013_train\form_043_E342.png,x+iy,train,x + i y,4,0.0,4,0.0,True,True,
.\IMG\train\CROHME2013_train\form_043_E343.png,V_1(x)= - \log{|\sin(x)|},train,V _ 1 ( x ) = - \log { | \sin ( x ) | },13,1.0,17,1.0,True,True,
.\IMG\train\CROHME2013_train\form_043_E344.png,f_{ ab}^{c}=-f_{ ba}^{c},train,f _ { a b } ^ { c } = - f _ { b a } ^ { c },10,1.0,22,0.0,True,True,
.\IMG\train\CROHME2013_train\form_044_E346.png,H(t_3x_3+x_1),train,H ( t _ 3 x _ 3 + x _ 1 ),9,0.0,13,1.0,True,True,
.\IMG\train\CROHME2013_train\form_044_E347.png,u^3+a_1u^2+a_2u+a_3=0,train,u ^ 3 + a _ 1 u ^ 2 + a _ 2 u + a _ 3 = 0,10,0.0,21,0.0,True,True,
.\IMG\train\CROHME2013_train\form_044_E349.png,-0.011(7) + i 0.004(10),train,- 0 . 0 1 1 ( 7 ) + i 0 . 0 0 4 ( 1 0 ),10,0.0,20,1.0,True,True,
.\IMG\train\CROHME2013_train\form_044_E350.png,\sum f_n,train,\sum f _ n,4,0.0,4,0.0,True,True,
.\IMG\train\CROHME2013_train\form_044_E351.png,"[t^a,t^b]=C^{a bc}t^c",train,"[ t ^ a , t ^ b ] = C ^ { a b c } t ^ c",12,1.0,20,1.0,True,True,
.\IMG\train\CROHME2013_train\form_044_E352.png,1+ab,train,1 + a b,4,0.0,4,0.0,True,True,
.\IMG\train\CROHME2013_train\form_086_E681.png,\frac{2}{3}r (2r^2-3 r +1),train,\frac { 2 } { 3 } r ( 2 r ^ 2 - 3 r + 1 ),12,1.0,19,1.0,True,True,
.\IMG\train\CROHME2013_train\form_086_E682.png,[(C^1)^2+(C^2)^2+(C^3)^2],train,[ ( C ^ 1 ) ^ 2 + ( C ^ 2 ) ^ 2 + ( C ^ 3 ) ^ 2 ],10,0.0,25,2.0,True,True,
.\IMG\train\CROHME2013_train\form_086_E683.png,y^2 = y^a y^a,train,y ^ 2 = y ^ a y ^ a,5,0.0,10,0.0,True,True,
.\IMG\train\CROHME2013_train\form_086_E684.png,a^i =\frac{1}{\sqrt{2 m}} (p^i + i m x_0^i),train,a ^ i = \frac { 1 } { \sqrt { 2 m } } ( p ^ i + i m x _ 0 ^ i ),18,2.0,28,1.0,True,True,
.\IMG\train\CROHME2013_train\form_086_E685.png,64 x^6 - 80 x^4 + 24 x^2 -1,train,6 4 x ^ 6 - 8 0 x ^ 4 + 2 4 x ^ 2 - 1,10,0.0,19,0.0,True,True,
.\IMG\train\CROHME2013_train\form_086_E687.png,r = \sqrt{x_1^2+x_2^2 + x_3^2},train,r = \sqrt { x _ 1 ^ 2 + x _ 2 ^ 2 + x _ 3 ^ 2 },12,1.0,22,0.0,True,True,
.\IMG\train\CROHME2013_train\form_087_E689.png,M=\frac {1 }{ 3} (j+ \frac {3 }{ 4}),train,M = \frac { 1 } { 3 } ( j + \frac { 3 } { 4 } ),12,1.0,20,1.0,True,True,
.\IMG\train\CROHME2013_train\form_087_E691.png,\frac{(1-z^2)(1-z)^2}{16},train,\frac { ( 1 - z ^ 2 ) ( 1 - z ) ^ 2 } { 1 6 },11,1.0,21,1.0,True,True,
.\IMG\train\CROHME2013_train\form_087_E693.png,1 \leq a\leq n-1,train,1 \leq a \leq n - 1,5,0.0,7,0.0,True,True,
.\IMG\train\CROHME2013_train\form_087_E694.png,a_{\frac 1 2}^{tot}=-\frac { 1}{2},train,a _ { \frac 1 2 } ^ { t o t } = - \frac { 1 } { 2 },12,1.0,22,0.0,True,True,
.\IMG\train\CROHME2013_train\form_087_E695.png,-\frac{9}{2560},train,- \frac { 9 } { 2 5 6 0 },9,1.0,11,0.0,True,True,
.\IMG\train\CROHME2013_train\form_087_E696.png,-0.1173\pm 3.1563 i,train,- 0 . 1 1 7 3 \pm 3 . 1 5 6 3 i,10,0.0,15,0.0,True,True,
.\IMG\train\CROHME2013_train\form_088_E697.png,[3][4][3],train,[ 3 ] [ 4 ] [ 3 ],4,0.0,9,1.0,True,True,
.\IMG\train\CROHME2013_train\form_088_E698.png,+\sqrt{p-1},train,+ \sqrt { p - 1 },7,1.0,7,0.0,True,True,
.\IMG\train\CROHME2013_train\form_088_E699.png,\frac{2}{3}k+5,train,\frac { 2 } { 3 } k + 5,8,1.0,10,0.0,True,True,
.\IMG\train\CROHME2013_train\form_088_E701.png,\tan\alpha \tan\theta^{\prime}=-1,train,\tan \alpha \tan \theta ^ { \prime } = - 1,10,1.0,11,0.0,True,True,
.\IMG\train\CROHME2013_train\form_088_E703.png,(9-p)\times (9-p),train,( 9 - p ) \times ( 9 - p ),6,0.0,11,1.0,True,True,
.\IMG\train\CROHME2013_train\form_088_E704.png,\cos (mv),train,\cos ( m v ),5,0.0,5,1.0,True,True,
.\IMG\train\CROHME2013_train\form_089_E705.png,\sin^2 \phi,train,\sin ^ 2 \phi,4,0.0,4,0.0,True,True,
.\IMG\train\CROHME2013_train\form_089_E706.png,m\times m,train,m \times m,2,0.0,3,0.0,True,True,
.\IMG\train\CROHME2013_train\form_089_E707.png,Y_9=|x_9^{(1)}-x_9^{(2)}|,train,Y _ 9 = | x _ 9 ^ { ( 1 ) } - x _ 9 ^ { ( 2 ) } |,14,1.0,25,1.0,True,True,
.\IMG\train\CROHME2013_train\form_089_E708.png,2(a+b+c+d),train,2 ( a + b + c + d ),8,0.0,10,1.0,True,True,
.\IMG\train\CROHME2013_train\form_089_E709.png,M^{ab}=M^{ab}_{fr} + M^{ab}_{it},train,M ^ { a b } = M ^ { a b } _ { f r } + M ^ { a b } _ { i t },13,1.0,30,0.0,True,True,
.\IMG\train\CROHME2013_train\form_089_E710.png,x=x(1),train,x = x ( 1 ),5,0.0,6,1.0,True,True,
.\IMG\train\CROHME2013_train\form_089_E711.png,\frac{2}{\sqrt{360}},train,\frac { 2 } { \sqrt { 3 6 0 } },8,2.0,12,0.0,True,True,
